sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
When the car mass was 40kg the total energy was 1958 J. when the car mass was 60kg the total energy was 2937 J. at the initial drop its a PE and at the bottom of the drop it is mostly KE with a couple PE J.,P5_04_15_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"My roller coaster design will be exiting because it will be fast have hills, and will make it to the end of the ride.",P5_04_15_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: Dear Gonzales Family 
I have come to show you y roller coaster that I think you should build.",P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I am going to show you how my roller coaster you should have in you park.,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My roller coaster has a starting initial drop that no one will suspect.,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then there is a hill that you go up at at a 90 degree angle.,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then you flip up right and you go in to a loop heading straight in to a hill and turn right away for a huge initial drop turn mid way and then you reach the end.The cart will way about 70 KG(kilograms) and reach up to speeds about 150 MPH(miles per hour)and yes i picked it to go 1 MPH then Formula Rossa .,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The starting initial drop would be 50 m drop and the PE (potential energy) would be about 20,000.",P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The hill going up is going up at a 90 degree angle and will flip going into a loop there will be no PE but lots of KE.,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When getting near the end of the loop you will go into a hill then right in to a drop.,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
On the hill there will be very little PE but a lot of KE.,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When going down there will be lots of PE and a lot of KE.,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When nearing the end of the initial drop you flip to the up right position and get to the end of the coaster.,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The roller coaster will be about 2 minutes long and i will charge 11 dollars a person.,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
People will need safety goggles and tight safety bars to hold them in.,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
There will be no phone allowed and we will hold them tight for the m in compartments behind the ticket counter.,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I hope you pick my roller coaster.,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
THANK YOU,P5_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: Dear Gonzales Family 
I have come to show you y roller coaster that I think you should build.",P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I am going to show you how my roller coaster you should have in you park.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My roller coaster has a starting initial drop that no one will suspect.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then there is a hill that you go up at at a 90 degree angle.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then you flip up right and you go in to a loop heading straight in to a hill and turn right away for a huge initial drop turn mid way and then you reach the end.The cart will way about 70 KG(kilograms) and reach up to speeds about 150 MPH(miles per hour)and yes i picked it to go 1 MPH then Formula Rossa .,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The starting initial drop would be 50 m drop and the PE (potential energy) would be about 3,000 The hill going up is going up at a 90 degree angle and will flip going into a loop there will be no PE but lots of KE.",P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When getting near the end of the loop you will go into a hill then right in to a drop.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
On the hill there will be very little PE but a lot of KE.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When going down there will be lots of PE and a lot of KE.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When nearing the end of the initial drop you flip to the up right position and get to the end of the coaster.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When i was researching about KE and PE i found out that a initial drop from 5 meters that the PE at the top was at 2463 and the KE was 0 but when it reached the bottom the PE was at 1 and the KE was at 2462 and the total energy was 2463.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I ran a couple more test and then I added a hill.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When i added the hill i kept the initial drop at 5 meters but i adjusted the hill height.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
One of my runs i put the hill height at 5 meters and the car wasn't able to make it but when i put the height at 3.63 meters it could make it.The PE at the top of the initial drop was 2446 and the KE was 0.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
At the top of the hill the PE was at 1675 and the KE 772 and the total energy was 2447.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It made it over the hill.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Finally in my last test i changed the weight of the car.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I changed the weight 4 times.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
With the weight of 60 kg the PE was 2937at the top.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
At the bottom the KE was 3930.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When i changed the weight to 45 kg the PE was 2213 at the top.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At the bottom the KE was 2208 with a total energy of 2213

The roller coaster will be about 2 minutes long and i will charge 11 dollars a person.",P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
People will need safety goggles and tight safety bars to hold them in.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
There will be no phone allowed and we will hold them tight for the m in compartments behind the ticket counter.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I hope you pick my roller coaster.,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
THANK YOU,P5_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: Hello Gonzales family, I will be talking about how our roller coaster design will be the best for your entertainment.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Roller coasters need some way to get energy to make it to the end of it.,P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Some may use power-boost energy, and others can just use physics.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Lets make a roller coaster that uses physics.,P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Now how does a roller coaster use physics?,P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Well, lets start off really high from the ground so we can use gravity for our power source, also known as the initial drop.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The initial drop is the starting point, the higher it is, then its a better chance at making it to the end.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Along with the initial drop, there is also an energy called ""Potential energy"", that is going to be your start energy (Also your end!).",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Once the roller coaster starts moving down your initial drop, that's when things start to get fun.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When your cart is moving down hill, the PE(Potential energy) and the KE(Kinetic energy) start to switch.",P6_07_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
One decreasing and one increasing.,P6_07_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The one decreasing is going to be the PE, while the one increasing is going to be KE.",P6_07_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
Both the PE and KE are measured in J(Joules).,P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Now for my first example, the initial drop is going to be at 5.0 kg, with the cart being 50 kg, the PE at 2443 J and the KE at 0 J.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Once the cart starts to move down, both the PE and KE start to decrease and increase.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the cart is all the way at the bottom of the initial drop, then the PE and KE should be completely flipped around(Start: PE=2443 J, KE=0 J/End: PE=0-1 J, KE= 2443-2442 J (PE+KE=TE(Total Energy))).",P6_07_22_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
Now adding a hill to the ride can be a little difficult if measurements are off to some extent.,P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For one, the only way that a roller coaster can making it to the end with a hill is only if the hill is shorter(In height) from the initial drop height.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
If the hill is the same height or higher then the cart doesn't have enough energy to go over the hill without extra support.,P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Mass is also a very important factor in physics.,P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, car A has a mass of 50 kg and car B has a mass of 60 kg and the same initial drop being at 4.0 m. Once the car is finished which every the car had the greater the mass, more the total energy.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"And the one with lower mass, then it has less energy.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In conclusion, to make a roller coaster using physics, you must include:
- Initial drop.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
- A hill that is shorter than the initial drop.,P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"(If included)
- Make sure the car gets enough energy to make it through the end.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: Hello Gonzales family, I will be talking about how our roller coaster design.",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
will be the best for your entertainment.,P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Roller coasters need some way to get energy to make it to the end of it.,P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Some may use power-boost energy, and others can just use physics.",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Lets make a roller coaster that uses physics.,P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Now how does a roller coaster use physics?,P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Well, lets start off really high from the ground so we can use gravity for our power source, also known as the initial drop.",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The initial drop is the starting point, the higher it is, then its a better chance at making it to the end.",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Along with the initial drop, there is also an energy called ""Potential energy"", that is going to be your start energy (Also your end!).",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Once the roller coaster starts moving down your initial drop, that's when things start to get fun.",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When your cart is moving down hill, the PE(Potential energy) and the KE(Kinetic energy) start to switch.",P6_07_22_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
One decreasing and one increasing.,P6_07_22_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The one decreasing is going to be the PE, while the one increasing is going to be KE.",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Both the PE and KE are measured in J(Joules).,P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Now for my first example, the initial drop is going to be at 5.0 kg, with the cart being 50 kg, the PE at 2443 J and the KE at 0 J.",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Once the cart starts to move down, both the PE and KE start to decrease and increase.",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the cart is all the way at the bottom of the initial drop, then the PE and KE should be completely flipped around(Start: PE=2443 J, KE=0 J/End: PE=0-1 J, KE= 2443-2442 J (PE+KE=TE(Total Energy))).",P6_07_22_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
Now adding a hill to the ride can be a little difficult if measurements are off to some extent.,P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For one, the only way that a roller coaster can making it to the end with a hill is only if the hill is shorter(In height) from the initial drop height(That's how the Law of Conservation of Energy works).",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
If the hill is the same height or higher then the cart doesn't have enough energy to go over the hill without extra support.,P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Mass is also a very important factor in physics.,P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, car A has a mass of 50 kg and car B has a mass of 60 kg and the same initial drop being at 4.0 m. Once the car is finished which every the car had the greater the mass, more the total energy.",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"And the one with lower mass, then it has less energy.",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"In conclusion, to make a roller coaster using physics, you must include:
- Initial drop.",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
- A hill that is shorter than the initial drop.,P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"(If included)
- Make sure the car gets enough energy to make it through the end.",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: There are certain factors to consider, the mass of the cart and the height of the drop and hill.",P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The cart should be dropped from the highest height with a smaller hill.,P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"The higher the drop the more potential energy it will have, if the height of the hill was the same as the drop it would not have enough energy to make it up the hill.",P1_06_09_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"For example, In our data the initial drop had been at 5 and in the first trial and the hill at 2.",P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It made it to the end and the kinetic energy at the top of the hill had been 1173 J.,P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At the last trial the hill had been the same height as the drop, it only had 7 J of kinetic energy and did not make it to the end.",P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Therefore the hill needs to be a bit less than the height of the drop, so it is still able to keep going if needed making it a more exciting ride.",P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
Mass of the cart is also very important.,P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Depending on the ride the mass of the cart should be somewhere in the middle rather than lower or higher.,P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In our first trial the mass was at 40 kg and the potential energy was at 1956 J, this gave it around the same kinetic energy at the bottom of the drop due to transferring energies.",P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
and at 60 kg it had 2934 J at the top of the initial drop.,P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In the middle, 50 kg would be perfect for a fun ride if loops and hills are the final goal design.",P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It will have just enough energy to make it to the end of the ride.,P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
These are the current suggestions I have provided for the roller coaster that is desired.,P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: There are certain factors to consider, the mass of the cart and the height of the drop and hill.",P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The higher the drop the more potential energy it will have, if the height of the hill was the same as the drop it would not have enough energy to make it up the hill.",P1_06_09_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The total energy will always be the same as the potential energy at the top of the drop giving it a higher total energy.,P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Therefore the hill needs to be a bit less than the height of the drop, so it is still able to keep going if needed making it a more exciting ride.",P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In our first trial the mass was at 40 kg and the potential energy was at 1956 J, this gave it around the same kinetic energy at the bottom of the drop because energies cannot be completely eliminated only transfered.",P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
At 60 kg it had 2934 J at the top of the initial drop.,P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: Dear Gonzales family,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So with this roller coaster you are trying to build.For us to build this roller coaster we need some safety requirements.Some of these will be or initial drop height or hill height even the weight of our car these will make the energy change and be bigger and smaller.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
First we will talk about or roller coasters initial drop and hill height.For our heights we will have to make our initial drop height taller than our hill height.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
The reason for this is because with the first drop we need to create a amount of energy to get over the hill so if our hill is the same height or taller than the initial drop or car will not get over.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Here is some evidence we did some tests we keep or initial drop height at 5.00 meters.So we put or hill height at 4.01 meters and it created 2448 Joules of energy and made it over the hill.But when we put the hill height at 5.00 meters it created more energy that was 2449 joules of energy and it didn't make it over the hill.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So this shows that our hill height needs to be smaller than the initial drop height.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We do need some things that might help our roller coaster to be fun.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We might want our initial drop height to be pretty tall it would create lots of Potential energy at the top of the drop and it will turn into ken-tic energy at the bottom.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
While this energy transfers between kinetic and potinel because we cant destroy or create energy can only transfer it that is what the law of conversation of energy says.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
This will create more energy for this coaster to be more fun and have more inversions.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Also if our car weighs more it will create more energy and will help that too we did some experiences to show that the car will create more energy if it weighs more.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
When the car weighed 40kg it created 1956 joules of energy while the car that weighed 60kg created 2934 joules of energy.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: Dear Gonzales family,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So with this roller coaster you are trying to build.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For us to build this roller coaster we need some safety requirements.Some of these will be or initial drop height or hill height even the weight of our car these will make the energy change and be bigger and smaller.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Also when the car goes down the initial drop the energy starts out as potential at the top of the hill but when it starts going down it transfers to kinetic energy.Here is some evidence we did some tests we keep or initial drop height at 5.00 meters.So we put or hill height at 4.01 meters and it created 2448 Joules of energy and made it over the hill.But when we put the hill height at 5.00 meters it created more energy that was 2449 joules of energy and it didn't make it over the hill.,P5_06_17_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
Also the way we get or total energy is by the potinel energy and the kinetic energy combined to equal the total energy.,P5_06_17_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"E1: Dear, the Gonzales Family",P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I have been doing a lot of research on roller coasters.,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I believe that my idea would be a great addition to your park, attract a lot more people to come to your park.",P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The first thing is height everyone is looking for a tall, fast, stomach-dropping ride.",P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I came up with is the ride will have a 4.05(m) release height.,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
At the top of the release drop the PE will be at 1585(J) and the KE will be at 0(J).,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
At the bottom of the release drop now the PE is at 1(J) and the KE is at 1584(J).,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The total energy changes from PE to KE, Many times throughout the ride.",P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This makes it speed it and slow down,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
sorry i didn't finish it completely slipped my mind,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: Dear, the Gonzales Family",P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This makes it speed it and slow down.,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
That affects the ride a lot because if it didn't change in speed that could be really bad and mess everything up.,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The car changes from PE to KE so it can slow down when going downhill and then gets more PE the get speed to go back up.,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Energy transformation is when the cart goes from PE to KE and then back to PE.,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The law of conservation of energy is when the cart stays at the same speed for a period of time.,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The drop height needs to be higher than the hill.,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
Or anything else you add or it wont go over because it doesnt have energy.,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
E1: Dear Gonzalez family,P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Here are my findings from our research on rollercoasters.,P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"First, we did the initial drop we learned that potential energy turned into kinetic energy.",P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then we studied hills and we learned if the hill is the same height or bigger than the initial drop the cart doesn't have enough kinetic energy to make it over the hill.,P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
Then we did mass and energy we learned that the heavier carts had more energy than the lighter carts.,P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
But my takeaway on how to make the longest roller coaster is having a big first drop that has a lot of potential energy that can be turned into kinetic energy.,P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So you can have a long fun and thrilling ride.,P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: Dear Gonzalez family,P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"First, we did the initial drop we learned that potential energy turned into kinetic energy as stated in trials 1,2,3, and 4 in trial 1 there was 2443 pe and 0 ke but at the bottom, there were 2443 ke and 0 pe.",P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then we studied hills and we learned if the hill is the same height or bigger than the initial drop the cart doesn't have enough kinetic energy to make it over the hill we also learned that the bigger the hill the more pe as shown with test trials with 5m and 4m hills 5 had 2443 Jules and 4 had 1961 Jules.,P5_03_03_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
Then we did mass and energy we learned that the heavier carts had more energy than the lighter carts as shown in mass vs energy.,P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
so to have a big ride that is fun you have to have a lot of potential energy at the top of the initial hill and a lot of kinetic energy at the bottom of the initial hill so I think that 5m would be the best hill for that potential energy to be turned into kinetic energy.,P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: My recommendation to you Gionzales family is you make your intial drop height 5m tall.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
