sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
I also believe this because of how fast my teams roller coaster will go.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Knowing that most people who go on roller coasters love the fast ones, we made ours fast.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In the beginning, you go through a dark tunnel then unexpectedly have a huge drop giving you that adrenaline rush.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This drop will give you lots of power to go up the hills and loops after that.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I know this because the higher the initial drop the more total energy there is.,P6_07_08_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The higher the drop means more PE at the top of the ride and more KE at the bottom.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The PE and KE also is affected when the cart goes up and down our hills.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Because one of our hills are smaller than the other, it is more likely for the cart to get to the end.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But the higher the hill, the more PE and KE it has.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
There is less PE and KE when the hill is smaller.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I know this because in my data I collected, My 5.00m hill had 2327 PE and 2 KE, meanwhile my 3.15m hill had 2324 PE and 777 KE.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My 3.15m hill made it all the way meanwhile my 5.00m hill did not.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because the initial height (4.75) did not have enough energy, nor was tall enough, to push the cart all the way up and down the hill.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"These different initial drops effect the PE, KE, and TE because the higher the drop the more PE and the lower the drop the less.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This decreases the KE, and the KE and PE equal the TE which effects the full energy.",P6_07_08_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
These energies effect each other because the energies can NOT be created or destroyed.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It transforms itself from one to the another and that is why the PE and KE effect the TE.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The mass also effects the ride and energy because when the mass is greater, it has more energy and the lower the mass the less energy.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"I know this because in my data, the more the cart mass, the more PE it has which means the more KE it has.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, one of my carts had the mass of 60 and had the PE of 2790 and the KE of 2772.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This cart had more mass than my other cart which had the mass of 43 and had the PE of 1981 and KE of 1978.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This shows that the more mass of the cart, the more energy which means the cart is faster and better and why you should choose my teams roller coaster.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E2R: My teams roller coaster design will be exciting and make it to the end without stopping because it has many drops that are bigger than the loops.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This will make the cart reach the end because the drop needs to be taller than the loops for the cart to make it all the way around.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"I know this because in my testing data, the lower the hill compared to the initial drop, the more total energy there is.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because the cart doesn't need as much energy to go around these loops or hills when they're smaller vs when they're bigger, also giving it more total energy.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It will also make it exciting because in the ride It'll go around loops and up hills faster giving it more of a thrill.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I also believe this because of how fast my teams roller coaster will go.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Knowing that most people who go on roller coasters love the fast ones, we made ours fast.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In the beginning, you go through a dark tunnel then unexpectedly have a huge drop giving you that adrenaline rush.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This drop will give you lots of power to go up the hills and loops after that.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I know this because the higher the initial drop the more total energy there is.,P6_07_08_22-23,E2R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The higher the drop means more PE at the top of the ride and more KE at the bottom.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The PE and KE also is affected when the cart goes up and down our hills.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Because one of our hills are smaller than the other, it is more likely for the cart to get to the end.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But the higher the hill, the more PE and KE it has.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
There is less PE and KE when the hill is smaller.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I know this because in my data I collected, My 5.00m hill had 2327 PE and 2 KE, meanwhile my 3.15m hill had 2324 PE and 777 KE.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My 3.15m hill made it all the way meanwhile my 5.00m hill did not.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because the initial height (4.75) did not have enough energy, nor was tall enough, to push the cart all the way up and down the hill.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"These different initial drops effect the PE, KE, and TE because the higher the drop the more PE and the lower the drop the less.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This decreases the KE, and the KE and PE equal the TE which effects the full energy.",P6_07_08_22-23,E2R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
These energies effect each other because the energies can NOT be created or destroyed.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It transforms itself from one to the another and that is why the PE and KE effect the TE.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The mass also effects the ride and energy because when the mass is greater, it has more energy and the lower the mass the less energy.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"I know this because in my data, the more the cart mass, the more PE it has which means the more KE it has.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, one of my carts had the mass of 60 and had the PE of 2790 and the KE of 2772.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This cart had more mass than my other cart which had the mass of 43 and had the PE of 1981 and KE of 1978.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This shows that the more mass of the cart, the more energy which means the cart is faster and better and why you should choose my teams roller coaster.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: Dear Gonzales Family, 
If you want to have the best roller coaster possible you should have a pretty high initial drop height and also you can add some hills into it.",P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
If you are going to add hills onto it the roller coaster you need to make sure that the hill is smaller than the initial drop height or else your cart will not be able to make it over.,P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
For example when the initial drop height is 5 m and the hill height is 5 m the cart can not make it over.,P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The cart mass also comes into this, if you have a lighter car it will have less PE at the top and less KE at the bottom of the drop.",P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
If the cart weighs 40 kg it has 1959 PE at the top and 1955 KE at the bottom of the drop.,P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Compared to a cart that has a heavier mass.,P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Such as a cart with a mass of 60 kg, this cart has 2938 PE at the top of the drop and 2932 KE at the bottom.",P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Initial drop height can effect what happens to the KE, PE, and total energy.",P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
An example of this is when we have a initial drop height of 2 m there is going to be more PE at the top and less KE.,P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
But once you get to the bottom of it there is more KE and no PE.,P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This also goes for any height that you have.,P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Whatever PE you have at the top of the initial drop is going to be the same as the total energy.When there was a initial drop height of 3.5 m there was 1710 PE and 0 KE, but once you got to the bottom there was 1 PE and 1709 KE and a total of 1710 energy.",P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Once you get closer towards the bottom the energy starts to transfer from one to another.,P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So when you take cart mass, initial drop height, and hill height into consideration, these things can determine whether the coaster will work or not work.",P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
You need to make sure you have a initial drop height taller than the hill height if you want the cart to get over.,P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"And depending on the height of the initial drop can determine the amount of PE, KE, and total energy from a roller coaster.",P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: Dear Gonzales Family, 
If you want to have the best roller coaster possible you should have a pretty high initial drop height and also you can add some hills into it.",P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
If you are going to add hills onto it the roller coaster you need to make sure that the hill is smaller than the initial drop height or else your cart will not be able to make it over.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
For example when the initial drop height is 5 m and the hill height is 5 m the cart can not make it over.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The cart mass also comes into this, if you have a lighter car it will have less PE at the top and less KE at the bottom of the drop.",P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
If the cart weighs 40 kg it has 1959 PE at the top and 1955 KE at the bottom of the drop.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Compared to a cart that has a heavier mass.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Such as a cart with a mass of 60 kg, this cart has 2938 PE at the top of the drop and 2932 KE at the bottom.",P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Initial drop height can effect what happens to the KE, PE, and total energy.",P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
An example of this is when we have a initial drop height of 2 m there is going to be more PE at the top and less KE.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
But once you get to the bottom of it there is more KE and no PE.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This also goes for any height that you have.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Whatever PE you have at the top of the initial drop is going to be the same as the total energy.When there was a initial drop height of 3.5 m there was 1710 PE and 0 KE, but once you got to the bottom there was 1 PE and 1709 KE and a total of 1710 energy.",P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So when the total energy is 2443.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This would mean that the PE would also be 2443 at the top of the initial drop and the KE would be 2443 at the bottom of the initial drop.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Once you get closer towards the bottom the energy starts to transfer from one to another.,P5_03_18_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the energy transforms from PE to KE this is called the LAw of Conservation of Energy.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This states that energy can not be destroyed or created.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So this is why it starts with s certain amount of energy which then transform to another.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For example when you are at the top of an initial drop you have a certain amount of PE.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And once you get towards the bottom that PE transforms into KE.,P5_03_18_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So when you take cart mass, initial drop height, and hill height into consideration, these things can determine whether the coaster will work or not work.",P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
You need to make sure you have a initial drop height taller than the hill height if you want the cart to get over.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"And depending on the height of the initial drop can determine the amount of PE, KE, and total energy from a roller coaster.",P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: I would recommend to make the initial drop 5 m because then the PE will be higher, meaning more PE at the beginning the same KE at the end.",P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"We tested 4 heights 5, 4, 3, and 2 meters.",P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The drop height of 5 m had a PE of 2492 J at the initial drop.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The height of 2 m had a PE of 997 J.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"From this information, the higher the release height the more PE at the initial drop at the top.",P1_02_05_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Since there is no friction the KE will be what the PE is at the beginning because there is no thermal energy changing the energy into energy we can't use.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
PE is the energy ready to release and when the cart starts moving it slowly starts changing into KE which is energy when the cart is moving.,P1_02_05_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
If there is no KE then there is no velocity.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the cart is at the end it was 0 PE and whatever the PE was at the initial drop.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The Law of Conversation of Energy says that energy cant be made or destroyed.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
Since there is no friction that law is true but if there was then it would turn into TE which is energy we can't use to make the cart move.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When all the energy is TE then the cart is at a stop.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For the hill height i would recommend a height that is lower than the initial height because it would have enough KE to get over.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
From out data we tested 5 m and 3 m. For the initial drop we decided on 5 m. First we tested 5 m for the hill height and it did not go over because the PE was the same as it was on top of the Hill.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For the 3 m it went over because the PE on the initial drop was more than the PE on the top of the hill.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The relationship between mass, PE, and KE is the more mass the more energy/KE/PE.",P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"We tested 3 masses 51 kg, 45 kg, and 40 kg.",P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For 51 kg it was a PE of 2484 J and for the car mass of 40 kg it was 1956 J.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
As you can see the lower the mass the lower the PE and KE.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: I would recommend to make the initial drop 5 m because then the PE will be higher, meaning more PE at the beginning the same KE at the end.",P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The total energy depends on the PE at the begging because there is no friction.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The relation ship between PE and KE is there both an energy.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
PE is at the start or top of the ride.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
KE is at the end or bottom.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
PE changes into KE when the cart goes down the ride.The Law of Conversation of Energy says that energy cant be made or destroyed.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
For the hill height I would recommend a height that is lower than the initial height because it would have enough KE to get over.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"E1: I suggest having a really high drop, a hill that is about 4/5 the size of the initial drop, and the coaster cars should be heavy.",P5_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The reason for the high initial drop height is that throughout our testing, we found that the higher the height, the more potential energy the coaster has, and more potential energy, means more kinetic energy.",P5_07_21_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, if the initial drop height is 4 meters, i will have 1955 J of energy, while if it has an initial drop height of 5 meters, it will have 2443 J of energy, which is more than 4 meters.",P5_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The reason for the hill being about 4/5 the size of the initial drop is that if the hill is the same height as the initial drop, the coaster car will not have enough energy to get to the other side.",P5_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But if the hills height is shorter than the initial drop height, then the coaster car will make it to the other side.",P5_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"And the reason for the coaster cars being heavy, is that through out our testing we found that the heavier the car, the more potential energy it has that can be converted to kinetic energy.",P5_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"And if the coaster car is light, it will have less potential energy to be converted.",P5_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In short, out design would be the most exciting, and safe roller coaster that you can have.",P5_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: I suggest having a really high drop, a hill that is about 4/5 the size of the initial drop, and the coaster cars should be heavy.",P5_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The reason for the high initial drop height is that throughout our testing, we found that the higher the height, the more potential energy the coaster has, and more potential energy, means more kinetic energy, as in the right conditions, potential energy is transferred into kinetic energy.",P5_07_21_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because of the law of conservation of energy, it states that energy cant be created or destroyed, so if the hill is the same height as the drop, it will not have enough energy to reach the other side",P5_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"And this is because of the relation between mass and energy, the more mass an object has, the more potential energy it has",P5_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: Greetings Gonzales family as you know I have made a design for your roller coaster.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I think the initial drop height should be 60 m and then have a hill that is 50 m tall and I will explain to you why I think this.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
You said you wanted an exciting roller coaster so I made the drop height 60 m. I didn't want to make it too tall and have it take up too much space but I also didn't want it to be boring.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then there will be a hill of 50 m. The reason I have the hill as 50 m is because a hill has to be shorter than initial drop height because otherwise there won't be enough energy to go over the hill.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
For example when I did an Initial Drop height of 5 m and had a hill height of 5 m it didn't go over the hill because it did not have enough energy.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For example when I had a drop height.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The amount of energy there is depends on how much PE and KE there is.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Because PE and KE added together equal the total amount of energy.,P6_03_07_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
And the initial drop affects the amount of PE because the higher the drop height the larger amount of PE there is.,P6_03_07_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And the more PE there is at the top the more KE there is at the bottom of the drop because all the PE from the top transfers to KE.,P6_03_07_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
This happens because the Law of Conservation of Energy which means that energy cannot be created or destroyed it can only be transferred.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
So since the total amount of energy is the PE and KE combined the total energy never changes because the energy is only transferred.,P6_03_07_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
For example when I had a drop height of 2.5 m the PE at the top of the drop was 1222 J and the KE was 0 J.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
At the bottom of the drop the PE was 1 J and the KE was 1221 J and the total energy was 1222 J.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When I had a drop height of 5 m the PE at the top was 2443 J and the KE was 0 J.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then at the bottom of the drop the PE was 1 J and the KE was 1442 J and the total energy was 1443 J.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Now for an example of why the hill height has to be shorter I will show you some more evidence.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When I had an initial drop height of 5 m and a hill 5 m the PE at the top of the initial drop was 2450 J and 0 J for KE.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
But then at close to the top of the hill the PE was 2449 J and 1 J for KE and it didn't have enough energy to get back up the hill and over.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
But when I had an initial drop height of 5 m and a hill height of 4 m it was able to go over the hill.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
At the initial drop the PE was 2448 J and the KE was 0 J.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then at the top of the hill the PE was 2450 J and the KE was 489 J and had enough energy to go over the hill.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is why I have the hill height at 50 m, to make sure that the car will have enough energy to go over the hill and make it safely to the end.",P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
All of this is why you should choose my design for an initial drop height of 60 m and a hill height of 50 m. Thank you for your time.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: Greetings Gonzales family as you know I have made a design for your roller coaster.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I think the initial drop height should be 5 m, then have a hill that is 4 m tall, then a loop 4 m tall, and at the end a hill 3 m tall.",P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And the car mass should be 60 kg.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
In this essay I will explain why I made my design like this.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
You said you wanted an exciting roller coaster so I made the drop height 5 m. You said you wanted an exciting ride so I put the drop height as 5 m. Because it was the highest it could be and it had the most energy.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For example when I had a drop height of 2.5 the PE at the top was 1222 J and the KE was 0 J.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
At the bottom the KE was 1221 J and the PE was 1 J.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It had a total energy of 1222 J.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
But when I had a drop height of 5 m the PE at the top was 2443 J and the KE was 0 J.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
At the bottom the KE was 2442 J and the PE was 1 J.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And it had a total energy of 2443.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So the 5 m tall drop had 1221 J of energy more than the 2.5 m tall drop.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
