idx,sentence
638,It also states that said energy can only be converted from one form to another.
126,"The amount of mass, potential energy, and kinetic energy are interrelated, as they all play a crucial role in assisting the coaster cart to traverse over the hill."
680,"Throughout all runs, the car had a mass of 58 kilograms and was dropped from 4.5 meters."
821,"When my height was set to 5m, the TE was 2443, meaning the KE at the bottom was 2442, and the PE is 1."
182,When going down there will be lots of PE and a lot of KE.
634,"After the loop, you pass through the middle of said loop and wrap around the track that leads up to the loop."
827,"For example, when my height was 5m for the drop, the PE started as 2443, and the KE as 0."
802,The car was moving the PE went down and the KE got larger.
290,"I believe that my idea would be a great addition to your park, attract a lot more people to come to your park."
711,"The mass of the car on my roller coaster design can simply be decided while it's being built, since in the end, it shouldn't really have much of an impact."
579,That mass and energy are related and can be changed from one to the other.
563,"For example, when I tested the drop height of 5 meters, the PE was 35 Joules."
704,"That could be because the car has more matter so it can store more energy, but that extra energy within that matter doesn't translate into the car moving faster."
9,that's why when the cart got to the bottom the ke was 977 joules for the first trial and 2442 joules for the second.
622,The relationship between drop height and hill height because the hill height is when it is at the very top and the drop height is when it is going down.
44,"Here's a look at the data we've collected, and our progress so far in our designs."
202,"Some may use power-boost energy, and others can just use physics."
347,So you can see there will be more speed if your hill is shorter but you also want it to be enjoyable so 3m is a good in between height.
415,Then the ride would move all through the track to where it would go down a hill back to the elevator.
692,This is because the car had enough kinetic energy left over to get over the peak after converting kinetic energy into potential energy going up the hill.
637,The Law of Conservation of Energy states that the amount of energy in a closed system will remain the same.
510,When we tested the hill height our cart weighed 55kg with a 4m drop the PE was 2442 Joules.
107,"For instance, if the potential energy at the top of the hill is 2937, the kinetic energy at the bottom of the hill would be 2930."
174,"E1R: Dear Gonzales Family 
I have come to show you y roller coaster that I think you should build."
580,"That concludes that there is a lot that goes into a roller coaster like how high is your drop, are there loops,are there hills and they can't be taller then the Initial drop or it wont work."
595,"Lastly, I believe that the mass of the roller coaster car should be 60 kg."
584,This means that a system always has the same amount of energy.
360,"In one of my simulations, the total energy was 782 J, but my PE was 0 J and my KE was 781 J."
716,I hope that all of your visitors have a blast at your park with my roller coaster design!
409,Where the ride would start with around 2600J total energy which we have thankfully lowered to ensure more safety to others.
218,If the hill is the same height or higher then the cart doesn't have enough energy to go over the hill without extra support.
368,"When I simulated a 5 meter drop, the PE at the top was 1955 Joules."
814,"For example, when I tested the drop height of 2m, the PE at the top was 977 Joules at the top."
495,"E1: The initial drop height should be 5m, this way we can get a lot of Potential Energy (PE) and Kinetic Energy (KE) to get our ride going and can allow the cart to run on mechanical energy."
756,"In a test I did where the mass of the car was 60 kg, the total energy was 2936 J."
46,We needed to find the best height to provide the greatest amount of energy to be able to insure a fast ride.
190,Finally in my last test i changed the weight of the car.
574,My ride would be better than any ride.
422,"Setting the initial drop height to the highest possible amount (5 meters in the simulation) will allow for the highest amount of KE at the bottom of each drop, which is the applied energy making the coaster move so fast."
277,We do need some things that might help our roller coaster to be fun.
480,You will also need to keep in mind that energy cannot be created or destroyed.
585,"E1: First, I would recommend that the roller coaster car begins at an initial drop height of 5 meters off the ground."
212,Both the PE and KE are measured in J(Joules).
794,PE and KE are indirectly related.
820,"For instance, when my height was set to 2m, the TE was 977, the KE at the bottom was 977, but the PE was 0."
577,I learned that the higher the roller coaster the higher the total energy it will be.
759,E1R: My team and I have come up with a couple ideas for the roller coaster for you and your family's park.
213,"Now for my first example, the initial drop is going to be at 5.0 kg, with the cart being 50 kg, the PE at 2443 J and the KE at 0 J."
676,"At the top of a drop of 5 meters, the car had 2,834 and 0 joules of potential and kinetic energy respectively, while at the bottom, the car had 0 and 2,834 joules of potential and kinetic respectively."
477,When you have more PE you will start at a higher drop and have more total energy than the roller coasters that have a shorter drop.
448,The PE was always less than the initial drop so it can make it over the hill.
641,"At the lowest point after the drop and before the loop, the car will be moving at its fastest speed."
186,When i added the hill i kept the initial drop at 5 meters but i adjusted the hill height.
722,This will help ensure that the coaster doesn't get stuck when it is going up a hill or through a loop.
159,I am going to show you how my roller coaster you should have in you park.
206,"The initial drop is the starting point, the higher it is, then its a better chance at making it to the end."
330,So you can see there will be more speed if your hill is shorter but you also want it to be enjoy able so 3m is a good in between height.
546,"Throughout the ride, the total energy remains the same."
621,but it can be transfused in to KE or PE.
160,My roller coaster has a starting initial drop that no one will suspect.
514,"E1: The roller coaster should have a mass that is at least 60 kilograms) the initial drop at 5 meters, and a hill height of 4 meters to make it more fun."
447,My second test failed as I tested the hill height of 5 meters and it wasn't able to make it up and over the hill.
390,"When the car starts traveling up the hill, the kinetic energy goes back to gravitational potential energy because of the gravity pulling the car back down."
405,"This ride won't only bring many more to the ride, it will bring many to the park."
349,So you can see the total energy of the hill needs to be low enough so it can have speed but high enough to have the Kinetic and Potential energy.
555,If the Te at the start of the ride is 2000 and you need 2100j of Te you won't make it over the hill and you need more energy.
185,I ran a couple more test and then I added a hill.
260,"In our first trial the mass was at 40 kg and the potential energy was at 1956 J, this gave it around the same kinetic energy at the bottom of the drop due to transferring energies."
283,E1R: Dear Gonzales family
600,"However, since there is friction in the real world you would need to adjust the heights of the initial drop and hill to make sure the car would make it to the end of the ride with friction."
446,It got all the way to the end.
339,The reason I said the height of your initial drop should be so tall is so you can get the most energy out of it and it will be more fun to ride.
573,The lower the mass the lower the Energy.
674,"At the bottom of the drop, assuming that's the lowest point of the roller coaster, all of that energy will have been converted into kinetic energy, also the same as the total energy."
659,Let's analyze the physics behind why my roller coaster design will be the best for your park.
713,I really hope you will consider my roller coaster design.
748,"Then at the bottom of the initial drop, it would give a PE of 1 and a KE of 1954."
755,"We were also planning on making the carts 60 kg, since that would give the ride more energy at the at the initial drop and at the bottom of the drop."
839,"When I increased the mass to 60kg, my PE increased to 2933."
188,At the top of the hill the PE was at 1675 and the KE 772 and the total energy was 2447.
557,One example is at 5 meters drop height pe at the top is 2932j and ke is 0j.
685,"This is the Law of Conservation of Energy, and it is fundamental to knowing how roller coasters, or physics in general, work."
668,"Throughout all runs, I had no hills and used a car that had a mass of 58 kilograms."
308,"First, we did the initial drop we learned that potential energy turned into kinetic energy."
471,This shows us how the energy doesn't go away and more energy is not created.
101,It is important to ensure that the hill height is not greater than the hill itself.
302,Energy transformation is when the cart goes from PE to KE and then back to PE.
192,With the weight of 60 kg the PE was 2937at the top.
773,"We found that this happens since there isn't enough KE to make it over the hill since the energy has to be split in between KE and PE, we had to make it 4 m. The Law of Conservation of Energy says that Energy can't be created or destroyed only changed, and that is also the reason we can't make the hill height and the initial drop the same."
689,That leads into my next point…
263,It will have just enough energy to make it to the end of the ride.
776,E1R: The drop height for the roller coaster will be 5 meters.
601,"In an environment with friction, some of the energy will be converted into thermal energy, slowing the car down."
813,"This is because the relationship between height and energy is direct, and when the height of the drop increases the TE increases."
163,"The starting initial drop would be 50 m drop and the PE (potential energy) would be about 20,000."
654,"The roller coaster would be fun because of its unique design, and the car would make it without fail with its high drop height."
532,"E1R: The roller coaster should have a mass that is at least 60 kilograms) the initial drop at 5 meters, and a hill height of 4 meters to make it more fun."
825,This is an example of an inverse relationship.
406,"I think this ride could change the entire future of this Park and changed the entire future of your guys' lives, and many more think a ride like the Godzilla would be one of the best decisions of your life."
369,"Showing that when the height goes up, so does the potential energy."
99,So after testing and putting all out data together we have come up with the best design for your roller coaster.
605,"Since energy can't be created or destroyed, as the car goes down the tracks, energy is converted from PE to KE and back again but the total energy always stays the same."
670,"At the bottom of the drop, the car had 0 joules of potential energy and 1,134 joules of kinetic."
175,I am going to show you how my roller coaster you should have in you park.
255,It made it to the end and the kinetic energy at the top of the hill had been 1173 J.
803,For example if the PE was 100 the KE would be zero.
737,On top of that the total energy will increase with the drop height increasing since total energy and PE have a direct relationship.
705,"Therefore, the coaster car should move at the same speed regardless of mass."
698,"So, it started rolling backwards and the car never made it to the end."
516,One example of this from my data (initial drop height) is at the top of the initial drop (2 meters) the potential energy was 977 J.
432,E1R: My team's roller coaster works so well mostly because of the initial drop height.
632,"Here's how the coaster will go, starting from the initial drop."
219,Mass is also a very important factor in physics.
244,If the hill is the same height or higher then the cart doesn't have enough energy to go over the hill without extra support.
324,"In my data the intial drop of 3m had 1465J of Kinetic energy at the end of the drop, where the 5m intial drop had 2930J of kinetic energy."
418,E1: My team's roller coaster works so well mostly because of the initial drop height.
686,The car of my roller coaster design should have plenty of energy.
233,"Along with the initial drop, there is also an energy called ""Potential energy"", that is going to be your start energy (Also your end!)."
437,Of 2443 Joules compared to my test of 4 meters which had a PE that decreased to 1955 Joules.
199,THANK YOU
566,"My data supports this equation because my roller coaster had 1j of PE at the bottom of the initial drop, it had 2930j of KE at the bottom of the initial drop, and it had 2932 j of total energy at the end."
761,The total energy does not change throughout the ride even while the KE and the PE are changing.
276,So this shows that our hill height needs to be smaller than the initial drop height.
494,The higher the hill height the more potential energy at the top and kinetic energy at the bottom.
355,"When I simulated a 5 meter drop, the PE at the top was 1955 Joules and the KE at the bottom was 1954 Joules."
322,"According to my data when the intial drop was 3m the amount of potential energy there was, was 1466J compared to the 5m intial drop height which was 2932J of potential energy."
707,Each run of this simulation had a drop height of 5 meters and a hill height of 4 meters.
178,Then you flip up right and you go in to a loop heading straight in to a hill and turn right away for a huge initial drop turn mid way and then you reach the end.The cart will way about 70 KG(kilograms) and reach up to speeds about 150 MPH(miles per hour)and yes i picked it to go 1 MPH then Formula Rossa .
183,When nearing the end of the initial drop you flip to the up right position and get to the end of the coaster.
611,The same is with KE At the top it is at zero and at the bottom it has the same amount as the PE had at the top.
393,"In the last experiment I ran, the hill was the same height as the initial drop (5 m) but it was the only one whose coaster car didn't make it over the hill."
520,"The law of conservation of energy also pertains to when you're going down the initial drop, the energy transfers from potential energy (at the top of the initial drop) to kinetic energy (at the bottom of the initial drop) while going down."
530,So one way to control energy is by adding more mass.
311,But my takeaway on how to make the longest roller coaster is having a big first drop that has a lot of potential energy that can be turned into kinetic energy.
809,The law of conservation of PE is 9.8.
702,"Hence, the car will make it to the end of the track without fail."
644,That is because the car still has some kinetic energy left after the drop and not all of the kinetic energy has converted back to potential.
476,This proves that the more mass you have means that you will have more energy.
679,We can see this in data from Add a Hill.
836,So that is why my drop height will be 5m and my hill height will be 3m- since the hill height is less than my drop height.
787,"It needs to be less then the initial drop because if its to high there wont be enough energy to get over the hill, as energy cant be created."
725,We can say this because our data proves that it won't make it up the hill height that is 5 meters tall.
143,When the height of the hill was 3.20 (lower) the car went over the hill.
334,So you can see the coaster car is more likely to go faster if it has a greater mass.
228,"Some may use power-boost energy, and others can just use physics."
699,My roller coaster design's drop height is higher than the highest point along the track after the drop.
43,We believe that this ride will provide satisfaction to its riders while getting them safely to the end of the ride.
242,Now adding a hill to the ride can be a little difficult if measurements are off to some extent.
727,When we move the hill height to 5 meters the cart doesn't make it up the hill.
717,E1: The drop height of my roller coaster design is 5 meters.
801,And some of the changes that happened when the cart went down the initial drop were the PE and the KE almost canceled out another.
158,"E1: Dear Gonzales Family 
I have come to show you y roller coaster that I think you should build."
332,"For example, one of my test was with a car that was 45kg the amount of energy it had at the beginning was 2182J."
630,Let's go into depth with each of those points.
788,When we tested 5.01 meters the cart was not able to go over.
289,I have been doing a lot of research on roller coasters.
543,A car with 60kg has 2937J of energy while a car with 42kg only has 2054J.
549,Please choose my design.
719,For example we started at a drop height of 2 meters and the PE is 977 joules.
300,That affects the ride a lot because if it didn't change in speed that could be really bad and mess everything up.
5,with the KE of 0 joules.
760,"Then at the bottom of the initial drop, it would give a PE of 1 J and a KE of 1954 J."
161,Then there is a hill that you go up at at a 90 degree angle.
562,This is important because for the car to be able to make it to the top of the hill the initial drop has to be higher than the hill height.
675,We can see this in the data we used previously from Initial Drop.
91,Meaning it will be a more thrilling ride.For example in out data we discovered when we kept the initial drop height and hill height the same but changed the mass we got different total energy's.When we gave the cart a mass of 60kg it had 2938j but when we lower'd the mass of the cart to 40 kg it only had 1959j.
40,"E1: Dear Gonzales Family, 

The roller coaster my team has designed provides a safe yet thrilling ride."
280,This will create more energy for this coaster to be more fun and have more inversions.
197,There will be no phone allowed and we will hold them tight for the m in compartments behind the ticket counter.
35,but if you have more mass then there is more friction so it might not ride as smooth.
807,"50kg car mass it equal to 2448J PE, 40kg is equal to 1958J PE meaning more mass more energy."
320,For the mass of you car I recommend about 60kg in weight based on my investigations.
661,"At the top of an initial drop, the car will have all of the energy it will ever have, which starts in the form of potential energy."
524,My evidence of this is in my data.
399,It would be called the Godzilla to kinda reference the name of the park and it would have a room that you enter showing the backstory about Godzilla and how he is today.
576,PE and KE changes when the car moves down the hill is different and depends on the car weight but it does not change that much but it does change.
541,One to get more energy is to make the hill higher.
671,"With an initial drop height of 5 meters, the car had 2,834 joules of potential energy and 0 joules of kinetic, while at the bottom, the car had 0 joules potential and 2,834 kinetic."
201,Roller coasters need some way to get energy to make it to the end of it.
112,"The amount of mass, potential energy, and kinetic energy are interrelated, as they all play a crucial role in assisting the coaster cart to traverse over the hill."
643,We can prove this using data from some of my runs of a simulation.
191,I changed the weight 4 times.
828,"When my car went down the drop, the PE lowered to 0, but the KE rose to 2443."
695,We can see this using more data from Add a Hill.
114,"E1R: Hello Gonzales family,
I have discovered that the most optimal roller coaster design involves an initial drop height of 5.00."
18,the 50kg had 2443. the 60kg had 2932 joules.
225,"E1R: Hello Gonzales family, I will be talking about how our roller coaster design."
52,"So if the initial drop isnt higher than the hill, the coaster wont have the energy it needs to get the car over the hill."
665,"Once the car is at the bottom of the initial drop, all of the potential energy that could be converted is now kinetic energy."
525,"When the hill height was the same as my initial drop height which is 5 meters high, the cart did not go over the hill it just kept going back and fourth."
264,These are the current suggestions I have provided for the roller coaster that is desired.
299,This makes it speed it and slow down.
100,"E1: Hello Gonzales family,
I have discovered that the most optimal roller coaster design involves an initial drop height of 5.00."
463,Another drop point was 2.50m the PE was 1222j at the top and the KE was 1221j at the bottom.
407,"E1R: Dear Gonalzes family,"
345,"I recommend a height of about 3m, you maybe wondering why it can't be higher than the initial car , and we'll it can but then the coaster car can't make it over the hill, not allowing it to finish the track."
631,My roller coaster design has a lot of twists and turns that make the roller coaster more fun than other rides.
624,that when there is more mass there is more energy because it is more heavy.
845,The TE will continue to remain the same as long as the variables are kept consistent during that trial.
375,"When the car starts traveling up the hill, the kinetic energy goes back to potential energy because of the gravity pulling the car back down (this is called gravitational potential energy.)"
282,When the car weighed 40kg it created 1956 joules of energy while the car that weighed 60kg created 2934 joules of energy.
230,Now how does a roller coaster use physics?
732,In our data the PE at the top of the hill is 980j and the KE at the top of the KE is 1463j.
556,One way to get more energy is to make the hill higher.
648,We can see this with another one of my data points.
168,When nearing the end of the initial drop you flip to the up right position and get to the end of the coaster.
746,"Then the PE at the bottom of the initial drop will be around 1 J and the KE at the bottom of the initial drop will be 2,442 J, with a total energy of 2,443 J."
537,"At 5 meters release height, the total energy is 2932, the energy is higher than 4 meters release height which is 2346 total energy."
2,by making it so the height is high you make it so the energy is high too.
796,E1: The drop height of my roller coaster design is 5 meters.
740,The total energy is always the same as the PE at the top of the initial drop.
134,"When the initial drop had a height of 2, the TE was 977 J. when the initial drop had a height of 5, the TE was 2443 J."
288,"E1: Dear, the Gonzales Family"
42,Hills reaching 4.75 m and thrilling speeds.
682,"At the top of a hill with a height of 3 meters, the car had 1,708 joules of potential energy and 847 joules of kinetic energy."
587,"For example, in my trials when I tested an initial drop height of 4 meters, I found that the PE at the top of the drop was 1955 joules and the KE at the bottom was 1954 joules."
623,I tested this zero friction that is not real and cant happen.
507,"E1R: The initial drop height should be 5m, this way we can get a lot of Potential Energy (PE) and Kinetic Energy (KE) to get our ride going and can allow the cart to run on mechanical energy."
152,The kinetic energy is the moving energy in an object.
466,This helped us decide where we should start our roller coaster and where to put the hills.
745,"We want to start with an initial drop height of 5 m. That would create a PE of 2,443 J and a KE of 0 J at the initial drop, and a total energy of 2,443 J."
474,When the weight of the car was 45kg the total energy was 1964j.
333,Where as the amount the car with a mass of 60kg had 2934J of potential energy at the intial drop height.
17,the trial with 40kg had 1955 joules of TE.
434,E1: The initial drop height of my roller coaster design is 5 meters tall.
789,"At the top of the hill the PE was 2448J, which is greater than the energy given at five meters, making it so the cart coldnot go over the hill."
534,"Like all forms of energy, it is measured in Joules or J."
379,"In comparison to a different trial in the same experiment, I had a hill height of 4.75 m, just 0.25 m from the initial drop height, and the coaster car got over the hill."
237,"The one decreasing is going to be the PE, while the one increasing is going to be KE."
842,"This is because the relationship between height and PE is direct, and when the height of the drop increases the TE increases."
656,E1R: I designed a roller coaster for your theme park that is both physically viable and fun.
830,"When the TE remained as 2443 during the trial for 5m drop, this proves the Law of Conservation of Energy."
677,"While the car is going down the drop, the potential energy is converted into kinetic energy more and more until the bottom of the drop."
335,"As you can see Gonzales, the heights and masses I have provided you are good for everything you are looking for in the roller coaster."
747,"We also did another test where the initial drop was 4 m, giving the PE at the top of the initial drop 1955 J, and a KE of 0 J at the top."
741,The KE is different at the top of the hill.
267,The total energy will always be the same as the potential energy at the top of the drop giving it a higher total energy.
647,"However, if this loop were higher than the initial drop, the car wouldn't make it to the end since all of the kinetic energy would be exhausted and the car would move backwards."
684,"So long as we're working with a closed system, the total energy within that system will remain the same no matter what and energy can only be converted from one form to another."
106,"If a coaster cart with a mass of 60 begins to move downhill, there is a change in both its kinetic and potential energy."
646,This is because the car still had 276 joules of kinetic energy at the top of the hill after the drop.
738,This is because with the initial drop at 5 meters if we make the hill too high the cart won't make it up the hill.
346,According to my trials the hill of 3m had 1768J of potential energy and 582J of kinetic whereas 4.5 had 2276J potential energy but only 73J of kinetic energy.
26,at the bottom its the same the energy just converts to the opposite.
431,"Set your initial drop height very high, make sure your hill height is high but not as high as the initial drop, and ensure your car mass is high."
628,My coaster design will be fun to ride on since it features loops and wraps around the track every now and then.
229,Lets make a roller coaster that uses physics.
383,"The heaviest car had a total of 2938 js while the lightest car had a total of 1959 js, so the heavier the car, the more total energy it will have."
269,"In our first trial the mass was at 40 kg and the potential energy was at 1956 J, this gave it around the same kinetic energy at the bottom of the drop because energies cannot be completely eliminated only transfered."
531,"If you have less mass, you can risk the cart not going fast enough to make it up the hill, and it likely wouldn't be fun or very safe."
569,"When decreased the drop height to 4.15 meters, the PE increased to 2432 joules."
664,Kinetic energy is the energy that is formed when things actually do happen.
472,Since no energy is lost or added you follow the law of Conservation of Energy.
424,The coaster will be unable to get over the hill if the drop and hill heights are the same because it would be putting in the same amount of energy.
193,At the bottom the KE was 3930.
162,Then you flip up right and you go in to a loop heading straight in to a hill and turn right away for a huge initial drop turn mid way and then you reach the end.The cart will way about 70 KG(kilograms) and reach up to speeds about 150 MPH(miles per hour)and yes i picked it to go 1 MPH then Formula Rossa .
515,Potential energy and kinetic energy have an inverse relationship.
146,"When the initial drop had a height of 2, the TE was 977 J. when the initial drop had a height of 5, the TE was 2443 J."
627,E1: I designed a roller coaster that might just be the trick to attract visitors.
453,where the energy goes is in thermal and sound energy among multiple of different types of energy.
297,sorry i didn't finish it completely slipped my mind
636,"Also, using my design for the roller coaster, the car should be able to make it to the end without a problem."
184,When i was researching about KE and PE i found out that a initial drop from 5 meters that the PE at the top was at 2463 and the KE was 0 but when it reached the bottom the PE was at 1 and the KE was at 2462 and the total energy was 2463.
808,E1R: The drop height of my roller coaster design is 5 meters.
25,with the KE of 0 joules.
121,"For instance, if the potential energy at the top of the hill is 2937, the kinetic energy at the bottom of the hill would be 2930."
169,The roller coaster will be about 2 minutes long and i will charge 11 dollars a person.
376,The coaster car doesn't have enough kinetic energy to go up a hill the same size as the initial drop much less one that is bigger.
597,"In my trials, I tested a car mass of 50 and found the PE at the top of the drop was 2446 joules and the KE at the bottom was 2443 joules."
165,When getting near the end of the loop you will go into a hill then right in to a drop.
